file,path,ncloc,lines,functions,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,duplicated_lines_density,duplicated_blocks,comment_lines_density,sqale_index
TriCalculatorError.py,TriCalculatorError.py,32,85,5,,,1,1,9,4,,,54.9,5
TwentyFourPointGameFail.py,TwentyFourPointGameFail.py,21,55,5,,,,,8,3,,,55.3,
URLHandlerFail.py,URLHandlerFail.py,19,68,6,,,,,7,1,,,68.3,
UrlPathError.py,UrlPathError.py,13,49,4,,,2,2,5,1,,,69.8,10
UserLoginDBFail.py,UserLoginDBFail.py,19,63,5,,,,,7,2,,,65.5,
VectorUtilError.py,VectorUtilError.py,20,56,4,,,4,4,7,4,,,60.0,20
VendingMachineFail.py,VendingMachineFail.py,26,73,6,,,,,9,7,,,60.0,
WarehouseError.py,WarehouseError.py,,102,,,,,,,,,,,
WeatherSystemError.py,WeatherSystemError.py,29,66,6,,,,,8,6,,,50.8,
Words2NumbersError.py,Words2NumbersError.py,30,54,2,,,,,9,11,,,36.2,
XMLProcessorError.py,XMLProcessorError.py,18,47,4,,,,,4,,,,53.8,
ZipFileProcessorError.py,ZipFileProcessorError.py,33,68,5,,,4,4,6,5,,,45.9,20
